id,ident,type,name,latitude,longitude,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
3862,KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,17,NA,US,US-CA,San Diego,1,KSAN,SAN,SAN,http://www.san.org/,http://en.wikipedia.org/wiki/San_Diego_International_Airport,Lindbergh Field,1017175,2014-12-10T01:00:52+00:00
3887,KSLC,large_airport,Salt Lake City International Airport,40.78839874,-111.9779968,4227,NA,US,US-UT,Salt Lake City,1,KSLC,SLC,SLC,,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,,1025075,2008-06-13T14:30:04+00:00
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,9,NA,US,US-FL,Fort Lauderdale,1,KFLL,FLL,FLL,http://www.fll.net/,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,"MFW, South Florida",1015275,2008-06-13T14:30:04+00:00
3673,KMDW,large_airport,Chicago Midway International Airport,41.7859993,-87.75240326,620,NA,US,US-IL,Chicago,1,KMDW,MDW,MDW,http://www.flychicago.com/midway/MidwayHomepage.shtm,http://en.wikipedia.org/wiki/Chicago_Midway_International_Airport,CHI,1015475,2008-06-13T14:30:04+00:00
3905,KSTL,large_airport,Lambert St Louis International Airport,38.74869919,-90.37000275,618,NA,US,US-MO,St Louis,1,KSTL,STL,STL,http://www.lambert-stlouis.com/,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,,1047075,2008-06-13T14:30:04+00:00
5453,PHNL,large_airport,Honolulu International Airport,21.31870079,-157.9219971,13,NA,US,US-HI,Honolulu,1,PHNL,HNL,HNL,http://hawaii.gov/dot/airports/hnl/,http://en.wikipedia.org/wiki/Honolulu_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL",1029375,2008-06-13T14:30:04+00:00
3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,146,NA,US,US-MD,Baltimore,1,KBWI,BWI,BWI,,http://en.wikipedia.org/wiki/Baltimore-Washington_International_Thurgood_Marshall_Airport,WAS,1021075,2014-03-13T12:03:49+00:00
3768,KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,NA,US,US-OR,Portland,1,KPDX,PDX,PDX,,http://en.wikipedia.org/wiki/Portland_International_Airport,,1015775,2010-01-23T11:28:03+00:00
3926,KTPA,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,NA,US,US-FL,Tampa,1,KTPA,TPA,TPA,,http://en.wikipedia.org/wiki/Tampa_International_Airport,,1017475,2008-06-13T14:30:04+00:00
3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.04880142,-84.6678009,896,NA,US,US-KY,Cincinnati,1,KCVG,CVG,CVG,,http://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,,1029475,2010-09-23T09:14:54+00:00
3744,KOAK,large_airport,Metropolitan Oakland International Airport,37.72129822,-122.2210007,9,NA,US,US-CA,Oakland,1,KOAK,OAK,OAK,,http://en.wikipedia.org/wiki/Oakland_International_Airport,"QSF, QBA",1012475,2008-06-13T14:30:04+00:00
3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,4,NA,US,US-LA,New Orleans,1,KMSY,MSY,MSY,,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,,1012575,2008-06-13T14:30:04+00:00
3844,KRDU,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,435,NA,US,US-NC,Raleigh/Durham,1,KRDU,RDU,RDU,,http://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,,1011675,2008-06-13T14:30:04+00:00
3778,KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,NA,US,US-PA,Pittsburgh,1,KPIT,PIT,PIT,,http://en.wikipedia.org/wiki/Pittsburgh_International_Airport,,1021875,2010-01-23T11:28:03+00:00
3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.36259842,-121.9290009,62,NA,US,US-CA,San Jose,1,KSJC,SJC,SJC,,http://en.wikipedia.org/wiki/San_Jose_International_Airport,"QSF, QBA",1014275,2008-06-13T14:30:04+00:00
3386,KAUS,large_airport,Austin Bergstrom International Airport,30.19449997,-97.66989899,542,NA,US,US-TX,Austin,1,KAUS,AUS,AUS,http://www.ci.austin.tx.us/austinairport/,http://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,,51675,2008-06-13T14:30:04+00:00
3675,KMEM,large_airport,Memphis International Airport,35.04240036,-89.97669983,341,NA,US,US-TN,Memphis,1,KMEM,MEM,MEM,,http://en.wikipedia.org/wiki/Memphis_International_Airport,,1014475,2008-06-13T14:30:04+00:00
3420,KBNA,large_airport,Nashville International Airport,36.12450027,-86.67819977,599,NA,US,US-TN,Nashville,1,KBNA,BNA,BNA,,http://en.wikipedia.org/wiki/Nashville_International_Airport,,52075,2008-06-13T14:30:04+00:00
3894,KSNA,large_airport,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,NA,US,US-CA,Santa Ana,1,KSNA,SNA,SNA,http://www.ocair.com/,http://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County",51150,2010-01-26T11:26:00+00:00
3863,KSAT,large_airport,San Antonio International Airport,29.53370094,-98.46980286,809,NA,US,US-TX,San Antonio,1,KSAT,SAT,SAT,,http://en.wikipedia.org/wiki/San_Antonio_International_Airport,,1475,2008-06-13T14:30:04+00:00
3668,KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,NA,US,US-MO,Kansas City,1,KMCI,MCI,MCI,http://www.flykci.com/,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,,1015075,2016-05-31T09:33:29+00:00
3588,KHOU,large_airport,William P Hobby Airport,29.64539909,-95.27890015,46,NA,US,US-TX,Houston,1,KHOU,HOU,HOU,http://www.fly2houston.com/hobbyHome,http://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO,1011575,2010-01-23T11:27:52+00:00
3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,NA,US,US-OH,Cleveland,1,KCLE,CLE,CLE,http://www.clevelandairport.com/,http://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,,1015875,2010-10-22T20:04:02+00:00
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,1,KIND,IND,IND,http://www.indianapolisairport.com/,http://en.wikipedia.org/wiki/Indianapolis_International_Airport,,52075,2016-07-08T18:41:42+00:00
3479,KDAL,large_airport,Dallas Love Field,32.8470993,-96.85179901,487,NA,US,US-TX,Dallas,1,KDAL,DAL,DAL,,http://en.wikipedia.org/wiki/Dallas_Love_Field,QDF,1675,2008-06-13T14:30:04+00:00
16091,KABQ,large_airport,Albuquerque International Sunport Airport,35.04019928,-106.6090012,5355,NA,US,US-NM,Albuquerque,1,KABQ,ABQ,ABQ,,http://en.wikipedia.org/wiki/Albuquerque_International_Sunport,,450,2009-02-03T07:34:06+00:00
3690,KMKE,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,723,NA,US,US-WI,Milwaukee,1,KMKE,MKE,MKE,,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,,1575,2008-06-13T14:30:04+00:00
3458,KCMH,large_airport,Port Columbus International Airport,39.9980011,-82.89189911,815,NA,US,US-OH,Columbus,1,KCMH,CMH,CMH,,http://en.wikipedia.org/wiki/Port_Columbus_International_Airport,,1675,2008-06-13T14:30:04+00:00
3932,KTUS,large_airport,Tucson International Airport,32.11610031,-110.9410019,2643,NA,US,US-AZ,Tucson,1,KTUS,TUS,TUS,,http://en.wikipedia.org/wiki/Tucson_International_Airport,,1050,2009-02-03T07:41:37+00:00
5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.17440033,-149.9960022,152,NA,US,US-AK,Anchorage,1,PANC,ANC,ANC,,http://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,,1475,2008-06-13T14:30:04+00:00
3431,KBUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,NA,US,US-NY,Buffalo,1,KBUF,BUF,BUF,,http://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,,1475,2010-01-23T11:27:48+00:00
3396,KBDL,large_airport,Bradley International Airport,41.93889999,-72.68319702,173,NA,US,US-CT,Hartford,1,KBDL,BDL,BDL,http://www.bradleyairport.com/,http://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford",1050,2010-09-23T10:12:19+00:00
3766,KPBI,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,19,NA,US,US-FL,West Palm Beach,1,KPBI,PBI,PBI,,http://en.wikipedia.org/wiki/Palm_Beach_International_Airport,"MFW, South Florida",1275,2008-06-13T14:30:04+00:00
3853,KRNO,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,4415,NA,US,US-NV,Reno,1,KRNO,RNO,RNO,,http://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,,1050,2009-02-03T07:40:35+00:00
3620,KJAX,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,30,NA,US,US-FL,Jacksonville,1,KJAX,JAX,JAX,,http://en.wikipedia.org/wiki/Jacksonville_International_Airport,,1475,2008-06-13T14:30:04+00:00
3747,KOKC,large_airport,Will Rogers World Airport,35.39310074,-97.60070038,1295,NA,US,US-OK,Oklahoma City,1,KOKC,OKC,OKC,,http://en.wikipedia.org/wiki/Will_Rogers_World_Airport,,1475,2008-06-13T14:30:04+00:00
3755,KORF,large_airport,Norfolk International Airport,36.89459991,-76.20120239,26,NA,US,US-VA,Norfolk,1,KORF,ORF,ORF,,http://en.wikipedia.org/wiki/Norfolk_International_Airport,,1275,2008-06-13T14:30:04+00:00
3892,KSMF,large_airport,Sacramento International Airport,38.69540024,-121.5910034,27,NA,US,US-CA,Sacramento,1,KSMF,SMF,SMF,,http://en.wikipedia.org/wiki/Sacramento_International_Airport,,51475,2008-06-13T14:30:04+00:00
3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,421,NA,US,US-NY,Syracuse,1,KSYR,SYR,SYR,http://www.syrairport.org/,http://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,,1275,2009-07-11T20:52:07+00:00
3752,KONT,large_airport,Ontario International Airport,34.05599976,-117.6009979,944,NA,US,US-CA,Ontario,1,KONT,ONT,ONT,,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,,1475,2008-06-13T14:30:04+00:00
3873,KSDF,large_airport,Louisville International Standiford Field,38.1744,-85.736,501,NA,US,US-KY,Louisville,1,KSDF,SDF,SDF,http://www.flylouisville.com,http://en.wikipedia.org/wiki/Louisville_International_Airport,,1875,2016-12-13T10:50:18+00:00
3450,KCHS,large_airport,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,NA,US,US-SC,Charleston,1,KCHS,CHS,CHS,,http://en.wikipedia.org/wiki/Charleston_International_Airport,Charleston Air Force Base,1275,2010-01-23T11:27:48+00:00
3421,KBOI,large_airport,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,NA,US,US-ID,Boise,1,KBOI,BOI,BOI,http://www.cityofboise.org/departments/airport/,http://en.wikipedia.org/wiki/Boise_Airport,"Boise Air Terminal, Gowen Field",1050,2010-01-23T11:27:48+00:00
3847,KRIC,large_airport,Richmond International Airport,37.50519943,-77.31970215,167,NA,US,US-VA,Richmond,1,KRIC,RIC,RIC,,http://en.wikipedia.org/wiki/Richmond_International_Airport,,1475,2008-06-13T14:30:04+00:00
3855,KROC,large_airport,Greater Rochester International Airport,43.1189003,-77.67240143,559,NA,US,US-NY,Rochester,1,KROC,ROC,ROC,,http://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,,1475,2008-06-13T14:30:04+00:00
3406,KBHM,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,NA,US,US-AL,Birmingham,1,KBHM,BHM,BHM,http://www.flybirmingham.com/,http://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),,1275,2015-07-27T15:10:43+00:00
3401,KBFI,large_airport,Boeing Field King County International Airport,47.52999878,-122.302002,21,NA,US,US-WA,Seattle,1,KBFI,BFI,BFI,,http://en.wikipedia.org/wiki/Boeing_Field,,1275,2008-06-13T14:30:04+00:00
3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,NA,US,US-GA,Savannah,1,KSAV,SAV,SAV,,http://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,,1275,2010-01-23T11:28:05+00:00
3481,KDAY,large_airport,James M Cox Dayton International Airport,39.90240097,-84.2193985,1009,NA,US,US-OH,Dayton,1,KDAY,DAY,DAY,,http://en.wikipedia.org/wiki/Dayton_International_Airport,,1675,2008-06-13T14:30:04+00:00
3605,KICT,large_airport,Wichita Mid Continent Airport,37.64989853,-97.43309784,1333,NA,US,US-KS,Wichita,1,KICT,ICT,ICT,,http://en.wikipedia.org/wiki/Kansas_City_International_Airport,,1575,2008-06-13T14:30:04+00:00
3796,KPWM,large_airport,Portland International Jetport Airport,43.64619827,-70.30930328,76,NA,US,US-ME,Portland,1,KPWM,PWM,PWM,,http://en.wikipedia.org/wiki/Portland_International_Jetport,,1275,2010-01-23T11:28:05+00:00
3552,KGEG,large_airport,Spokane International Airport,47.61989975,-117.5339966,2376,NA,US,US-WA,Spokane,1,KGEG,GEG,GEG,,http://en.wikipedia.org/wiki/Spokane_International_Airport,,1275,2008-06-13T14:30:04+00:00
3684,KMHT,large_airport,Manchester Airport,42.93259811,-71.43569946,266,NA,US,US-NH,Manchester,1,KMHT,MHT,MHT,,http://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,,599,2009-07-25T19:24:20+00:00
3858,KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,NA,US,US-FL,Fort Myers,1,KRSW,RSW,RSW,http://www.flylcpa.com/,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,,51150,2009-04-15T21:59:48+00:00
3463,KCOS,large_airport,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,6187,NA,US,US-CO,Colorado Springs,1,KCOS,COS,COS,https://flycos.coloradosprings.gov/,http://en.wikipedia.org/wiki/Colorado_Springs_Airport,,1275,2015-07-30T15:14:08+00:00
3496,KDSM,large_airport,Des Moines International Airport,41.5340004,-93.6631012,958,NA,US,US-IA,Des Moines,1,KDSM,DSM,DSM,,http://en.wikipedia.org/wiki/Des_Moines_International_Airport,,1475,2008-06-13T14:30:04+00:00
3645,KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,262,NA,US,US-AR,Little Rock,1,KLIT,LIT,LIT,,http://en.wikipedia.org/wiki/Little_Rock_National_Airport,,1675,2015-01-20T15:38:18+00:00
3568,KGSO,large_airport,Piedmont Triad International Airport,36.09780121,-79.93730164,925,NA,US,US-NC,Greensboro,1,KGSO,GSO,GSO,,http://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,,1475,2008-06-13T14:30:04+00:00
3707,KMSN,large_airport,Dane County Regional Truax Field,43.13990021,-89.33750153,887,NA,US,US-WI,Madison,1,KMSN,MSN,MSN,,http://en.wikipedia.org/wiki/Dane_County_Regional_Airport,,1475,2008-06-13T14:30:04+00:00
3930,KTUL,large_airport,Tulsa International Airport,36.19839859,-95.88809967,677,NA,US,US-OK,Tulsa,1,KTUL,TUL,TUL,,http://en.wikipedia.org/wiki/Tulsa_International_Airport,,1475,2008-06-13T14:30:04+00:00
3924,KTLH,large_airport,Tallahassee Regional Airport,30.39649963,-84.35030365,81,NA,US,US-FL,Tallahassee,1,KTLH,TLH,TLH,,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,,1275,2008-06-13T14:30:04+00:00
3938,KTYS,large_airport,McGhee Tyson Airport,35.81100082,-83.9940033,981,NA,US,US-TN,Knoxville,1,KTYS,TYS,TYS,,http://en.wikipedia.org/wiki/McGhee_Tyson_Airport,,1275,2010-09-24T11:02:26+00:00
3640,KLEX,large_airport,Blue Grass Airport,38.03649902,-84.60590363,979,NA,US,US-KY,Lexington,1,KLEX,LEX,LEX,http://www.bluegrassairport.com/,http://en.wikipedia.org/wiki/Blue_Grass_Airport,,1275,2009-02-25T15:49:51+00:00
3478,KDAB,large_airport,Daytona Beach International Airport,29.179899,-81.058098,34,NA,US,US-FL,Daytona Beach,1,KDAB,DAB,DAB,,http://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,,1050,2016-07-11T15:22:18+00:00
3405,KBGR,large_airport,Bangor International Airport,44.80739975,-68.82810211,192,NA,US,US-ME,Bangor,1,KBGR,BGR,BGR,,http://en.wikipedia.org/wiki/Bangor_International_Airport,,1275,2008-06-13T14:30:04+00:00
3633,KLBB,large_airport,Lubbock Preston Smith International Airport,33.66360092,-101.822998,3282,NA,US,US-TX,Lubbock,1,KLBB,LBB,LBB,,http://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,,1275,2008-06-13T14:30:04+00:00
3899,KSRQ,large_airport,Sarasota Bradenton International Airport,27.39539909,-82.55439758,30,NA,US,US-FL,Sarasota/Bradenton,1,KSRQ,SRQ,SRQ,,http://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport,,1275,2008-06-13T14:30:04+00:00
3569,KGSP,large_airport,Greenville Spartanburg International Airport,34.89569855,-82.21890259,964,NA,US,US-SC,Greenville,1,KGSP,GSP,GSP,,http://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,,1275,2010-09-24T10:42:27+00:00
3448,KCHA,large_airport,Lovell Field,35.03530121,-85.20379639,683,NA,US,US-TN,Chattanooga,1,KCHA,CHA,CHA,,http://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport,,1275,2008-06-13T14:30:04+00:00
3408,KBIL,large_airport,Billings Logan International Airport,45.80770111,-108.5429993,3652,NA,US,US-MT,Billings,1,KBIL,BIL,BIL,,http://en.wikipedia.org/wiki/Billings_Logan_International_Airport,,1275,2008-06-13T14:30:04+00:00
3451,KCID,large_airport,The Eastern Iowa Airport,41.88470078,-91.71080017,869,NA,US,US-IA,Cedar Rapids,1,KCID,CID,CID,,http://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport,,1275,2008-06-13T14:30:04+00:00
5360,PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,NA,US,US-AK,Fairbanks,1,PAFA,FAI,FAI,,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,,875,2010-01-23T11:28:10+00:00
3594,KHSV,large_airport,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,NA,US,US-AL,Huntsville,1,KHSV,HSV,HSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,http://en.wikipedia.org/wiki/Huntsville_International_Airport,,1675,2015-07-27T15:12:24+00:00
3377,KAMA,large_airport,Rick Husband Amarillo International Airport,35.2193985,-101.7060013,3607,NA,US,US-TX,Amarillo,1,KAMA,AMA,AMA,,http://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport,,1275,2008-06-13T14:30:04+00:00
3562,KGRB,large_airport,Austin Straubel International Airport,44.48509979,-88.12960052,695,NA,US,US-WI,Green Bay,1,KGRB,GRB,GRB,,http://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,,1275,2008-06-13T14:30:04+00:00
3438,KCAE,large_airport,Columbia Metropolitan Airport,33.93880081,-81.11949921,236,NA,US,US-SC,Columbia,1,KCAE,CAE,CAE,,http://en.wikipedia.org/wiki/Columbia_Metropolitan_Airport,,1475,2008-06-13T14:30:04+00:00
3387,KAVL,large_airport,Asheville Regional Airport,35.43619919,-82.54180145,2165,NA,US,US-NC,Asheville,1,KAVL,AVL,AVL,,http://en.wikipedia.org/wiki/Asheville_Regional_Airport,,1275,2008-06-13T14:30:04+00:00
3879,KSGF,large_airport,Springfield Branson National Airport,37.24570084,-93.38860321,1268,NA,US,US-MO,Springfield,1,KSGF,SGF,SGF,,http://en.wikipedia.org/wiki/Springfield/Branson_National_Airport,,1275,2010-01-23T11:28:05+00:00
3876,KSFB,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,55,NA,US,US-FL,Orlando,1,KSFB,SFB,SFB,,http://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,,1275,2008-06-13T14:30:04+00:00
3857,KRST,large_airport,Rochester International Airport,43.90829849,-92.5,1317,NA,US,US-MN,Rochester,1,KRST,RST,RST,,http://en.wikipedia.org/wiki/Rochester_International_Airport,,1275,2008-06-13T14:30:04+00:00
3700,KMOB,large_airport,Mobile Regional Airport,30.69120026,-88.24279785,219,NA,US,US-AL,Mobile,1,KMOB,MOB,MOB,http://www.mobairport.com/,http://en.wikipedia.org/wiki/Mobile_Regional_Airport,,1275,2015-07-28T09:26:11+00:00
